bacc,mcc,macro_mae,per_class_recall,train_acc,train_bacc,train_loss,weight_norm,dataset,fold,setting,wd,epochs,n_train,n_test,ref_cell,exploratory
0.6579334418694952,0.7282364184219957,0.25,"[0.9806094182825484, 0.6621621621621622, 0.77, 0.3684210526315789, 0.5084745762711864]",0.9631399317406143,0.918830455419617,0.1296849548816681,8.059671401977539,aptos2019,3,baseline,0.01,200,2930,732,False,탐색적/exploratory
0.6581810248673012,0.7227195379493032,0.25,"[0.9806094182825484, 0.6351351351351351, 0.755, 0.39473684210526316, 0.5254237288135594]",0.9921501706484641,0.9822155876439369,0.0193734560161829,29.537233352661133,aptos2019,3,baseline,0.01,2000,2930,732,False,탐색적/exploratory
0.6395444348992403,0.724229387545974,0.24726775956284153,"[0.9722991689750693, 0.6081081081081081, 0.81, 0.3157894736842105, 0.4915254237288136]",0.9023890784982935,0.7964351258787096,0.27692705392837524,3.9652915000915527,aptos2019,3,baseline,0.1,50,2930,732,False,탐색적/exploratory
0.6552307391667924,0.7260036852713462,0.24863387978142076,"[0.9806094182825484, 0.6486486486486487, 0.77, 0.3684210526315789, 0.5084745762711864]",0.9604095563139932,0.9129915030415585,0.13667458295822144,7.519041538238525,aptos2019,3,baseline,0.1,200,2930,732,False,탐색적/exploratory
0.6605708553757758,0.7227559457245529,0.25136612021857924,"[0.9806094182825484, 0.6351351351351351, 0.75, 0.39473684210526316, 0.5423728813559322]",0.9918088737201365,0.9813681300168184,0.030173078179359436,21.66583251953125,aptos2019,3,baseline,0.1,2000,2930,732,False,탐색적/exploratory
0.6915056435843326,0.7008341850964654,0.2718579234972678,"[0.9695290858725761, 0.7297297297297297, 0.62, 0.5789473684210527, 0.559322033898305]",0.8890784982935154,0.8717458369501181,0.372373104095459,4.126702785491943,aptos2019,3,reweight,0.0,50,2930,732,False,탐색적/exploratory
0.6813626448646872,0.7076934387931734,0.2691256830601093,"[0.9778393351800554, 0.7027027027027027, 0.65, 0.5, 0.576271186440678]",0.962457337883959,0.9652361507186464,0.16351436078548431,9.11259937286377,aptos2019,3,reweight,0.0,200,2930,732,False,탐색적/exploratory
0.6687009769523502,0.7224503557850702,0.24863387978142076,"[0.9778393351800554, 0.6891891891891891, 0.73, 0.42105263157894735, 0.5254237288135594]",0.9918088737201365,0.9914021663566643,0.028742337599396706,32.15145492553711,aptos2019,3,reweight,0.0,2000,2930,732,False,탐색적/exploratory
0.6915056435843326,0.7008341850964654,0.2718579234972678,"[0.9695290858725761, 0.7297297297297297, 0.62, 0.5789473684210527, 0.559322033898305]",0.8890784982935154,0.8717458369501181,0.37237489223480225,4.126581192016602,aptos2019,3,reweight,0.0001,50,2930,732,False,탐색적/exploratory
0.6813626448646872,0.7076934387931734,0.2691256830601093,"[0.9778393351800554, 0.7027027027027027, 0.65, 0.5, 0.576271186440678]",0.962457337883959,0.9652361507186464,0.16352571547031403,9.111883163452148,aptos2019,3,reweight,0.0001,200,2930,732,True,탐색적/exploratory
0.6687009769523502,0.7224503557850702,0.24863387978142076,"[0.9778393351800554, 0.6891891891891891, 0.73, 0.42105263157894735, 0.5254237288135594]",0.9918088737201365,0.9914021663566643,0.028759069740772247,32.13029861450195,aptos2019,3,reweight,0.0001,2000,2930,732,False,탐색적/exploratory
0.6915056435843326,0.7008341850964654,0.2718579234972678,"[0.9695290858725761, 0.7297297297297297, 0.62, 0.5789473684210527, 0.559322033898305]",0.8890784982935154,0.8717458369501181,0.372553288936615,4.114676475524902,aptos2019,3,reweight,0.01,50,2930,732,False,탐색적/exploratory
0.6813626448646872,0.7076934387931734,0.2691256830601093,"[0.9778393351800554, 0.7027027027027027, 0.65, 0.5, 0.576271186440678]",0.962457337883959,0.9652361507186464,0.1646353006362915,9.042779922485352,aptos2019,3,reweight,0.01,200,2930,732,False,탐색적/exploratory
0.6697009769523502,0.7243602126460681,0.24726775956284153,"[0.9778393351800554, 0.6891891891891891, 0.735, 0.42105263157894735, 0.5254237288135594]",0.9918088737201365,0.9914021663566643,0.03041364625096321,30.267616271972656,aptos2019,3,reweight,0.01,2000,2930,732,False,탐색적/exploratory
0.6905056435843326,0.6990197145717606,0.273224043715847,"[0.9695290858725761, 0.7297297297297297, 0.615, 0.5789473684210527, 0.559322033898305]",0.8880546075085324,0.8705695354922145,0.37423941493034363,4.009060382843018,aptos2019,3,reweight,0.1,50,2930,732,False,탐색적/exploratory
