dataset,rep,space,fold,i,j,i_name,j_name,cdnv,exploratory
oral_diseases,cp,train_std,9,0,2,CaS,Gum,3.553472323593559,탐색적/exploratory
oral_diseases,cp,train_std,9,0,3,CaS,MC,3.4317793087954565,탐색적/exploratory
oral_diseases,cp,train_std,9,0,4,CaS,OC,2.4384421137491286,탐색적/exploratory
oral_diseases,cp,train_std,9,0,5,CaS,OLP,2.5751559638870822,탐색적/exploratory
oral_diseases,cp,train_std,9,0,6,CaS,OT,2.6824109116987764,탐색적/exploratory
oral_diseases,cp,train_std,9,1,2,CoS,Gum,2.6693780287657054,탐색적/exploratory
oral_diseases,cp,train_std,9,1,3,CoS,MC,3.0428065463371343,탐색적/exploratory
oral_diseases,cp,train_std,9,1,4,CoS,OC,2.166185757695385,탐색적/exploratory
oral_diseases,cp,train_std,9,1,5,CoS,OLP,2.1084653601672216,탐색적/exploratory
oral_diseases,cp,train_std,9,1,6,CoS,OT,2.4292819485397814,탐색적/exploratory
oral_diseases,cp,train_std,9,2,3,Gum,MC,4.676335355492888,탐색적/exploratory
oral_diseases,cp,train_std,9,2,4,Gum,OC,2.651147395556042,탐색적/exploratory
oral_diseases,cp,train_std,9,2,5,Gum,OLP,3.3871984229826855,탐색적/exploratory
oral_diseases,cp,train_std,9,2,6,Gum,OT,3.1064934120583603,탐색적/exploratory
oral_diseases,cp,train_std,9,3,4,MC,OC,4.6690464579457025,탐색적/exploratory
oral_diseases,cp,train_std,9,3,5,MC,OLP,4.280296763012006,탐색적/exploratory
oral_diseases,cp,train_std,9,3,6,MC,OT,3.722881927740419,탐색적/exploratory
oral_diseases,cp,train_std,9,4,5,OC,OLP,3.265980500330796,탐색적/exploratory
oral_diseases,cp,train_std,9,4,6,OC,OT,3.222422289161334,탐색적/exploratory
oral_diseases,cp,train_std,9,5,6,OLP,OT,5.198102488563977,탐색적/exploratory
oral_diseases,cp,raw,9,0,1,CaS,CoS,3.458196097872739,탐색적/exploratory
oral_diseases,cp,raw,9,0,2,CaS,Gum,4.1634838295635275,탐색적/exploratory
oral_diseases,cp,raw,9,0,3,CaS,MC,4.257746737160298,탐색적/exploratory
oral_diseases,cp,raw,9,0,4,CaS,OC,2.8843783324176373,탐색적/exploratory
oral_diseases,cp,raw,9,0,5,CaS,OLP,3.4521145065464767,탐색적/exploratory
oral_diseases,cp,raw,9,0,6,CaS,OT,3.099058746202556,탐색적/exploratory
oral_diseases,cp,raw,9,1,2,CoS,Gum,3.343945952955576,탐색적/exploratory
oral_diseases,cp,raw,9,1,3,CoS,MC,3.8317611777083127,탐색적/exploratory
oral_diseases,cp,raw,9,1,4,CoS,OC,2.556187199930722,탐색적/exploratory
oral_diseases,cp,raw,9,1,5,CoS,OLP,2.844993458295024,탐색적/exploratory
oral_diseases,cp,raw,9,1,6,CoS,OT,2.858349739499916,탐색적/exploratory
oral_diseases,cp,raw,9,2,3,Gum,MC,4.915605118950028,탐색적/exploratory
oral_diseases,cp,raw,9,2,4,Gum,OC,2.7632346765993505,탐색적/exploratory
oral_diseases,cp,raw,9,2,5,Gum,OLP,4.212956719257476,탐색적/exploratory
oral_diseases,cp,raw,9,2,6,Gum,OT,3.403199715475628,탐색적/exploratory
oral_diseases,cp,raw,9,3,4,MC,OC,4.628037778498653,탐색적/exploratory
oral_diseases,cp,raw,9,3,5,MC,OLP,4.811635739931629,탐색적/exploratory
oral_diseases,cp,raw,9,3,6,MC,OT,3.941428624128133,탐색적/exploratory
oral_diseases,cp,raw,9,4,5,OC,OLP,3.3900654367136838,탐색적/exploratory
oral_diseases,cp,raw,9,4,6,OC,OT,3.305426891617355,탐색적/exploratory
oral_diseases,cp,raw,9,5,6,OLP,OT,5.405990913721345,탐색적/exploratory
oral_diseases,cp,train_std,10,0,1,CaS,CoS,3.054384947512012,탐색적/exploratory
oral_diseases,cp,train_std,10,0,2,CaS,Gum,2.974001868095363,탐색적/exploratory
oral_diseases,cp,train_std,10,0,3,CaS,MC,3.2878675022261694,탐색적/exploratory
oral_diseases,cp,train_std,10,0,4,CaS,OC,2.363641394196782,탐색적/exploratory
oral_diseases,cp,train_std,10,0,5,CaS,OLP,2.70504800253638,탐색적/exploratory
oral_diseases,cp,train_std,10,0,6,CaS,OT,2.7384499579231862,탐색적/exploratory
oral_diseases,cp,train_std,10,1,2,CoS,Gum,2.4064405123472854,탐색적/exploratory
oral_diseases,cp,train_std,10,1,3,CoS,MC,2.7842814184641984,탐색적/exploratory
oral_diseases,cp,train_std,10,1,4,CoS,OC,1.9567164225281553,탐색적/exploratory
oral_diseases,cp,train_std,10,1,5,CoS,OLP,2.34717050992429,탐색적/exploratory
oral_diseases,cp,train_std,10,1,6,CoS,OT,2.2597171425265503,탐색적/exploratory
oral_diseases,cp,train_std,10,2,3,Gum,MC,4.256419690047675,탐색적/exploratory
oral_diseases,cp,train_std,10,2,4,Gum,OC,2.5371376696966883,탐색적/exploratory
oral_diseases,cp,train_std,10,2,5,Gum,OLP,2.873975220361183,탐색적/exploratory
oral_diseases,cp,train_std,10,2,6,Gum,OT,3.336433742653053,탐색적/exploratory
oral_diseases,cp,train_std,10,3,4,MC,OC,6.406502852842642,탐색적/exploratory
oral_diseases,cp,train_std,10,3,5,MC,OLP,5.417654487834185,탐색적/exploratory
oral_diseases,cp,train_std,10,3,6,MC,OT,3.977028878148907,탐색적/exploratory
oral_diseases,cp,train_std,10,4,5,OC,OLP,3.9072560786560997,탐색적/exploratory
oral_diseases,cp,train_std,10,4,6,OC,OT,2.853552511905024,탐색적/exploratory
oral_diseases,cp,train_std,10,5,6,OLP,OT,3.8221832128013915,탐색적/exploratory
oral_diseases,cp,raw,10,0,1,CaS,CoS,3.31380903997224,탐색적/exploratory
oral_diseases,cp,raw,10,0,2,CaS,Gum,3.6361671921916665,탐색적/exploratory
oral_diseases,cp,raw,10,0,3,CaS,MC,4.272622562971355,탐색적/exploratory
oral_diseases,cp,raw,10,0,4,CaS,OC,3.1921207991340785,탐색적/exploratory
oral_diseases,cp,raw,10,0,5,CaS,OLP,3.3868823934427716,탐색적/exploratory
oral_diseases,cp,raw,10,0,6,CaS,OT,3.168837059071983,탐색적/exploratory
oral_diseases,cp,raw,10,1,2,CoS,Gum,3.1119115887977773,탐색적/exploratory
oral_diseases,cp,raw,10,1,3,CoS,MC,3.495985194195866,탐색적/exploratory
oral_diseases,cp,raw,10,1,4,CoS,OC,2.517085668235328,탐색적/exploratory
oral_diseases,cp,raw,10,1,5,CoS,OLP,3.1108682391158275,탐색적/exploratory
oral_diseases,cp,raw,10,1,6,CoS,OT,2.6591409272348328,탐색적/exploratory
oral_diseases,cp,raw,10,2,3,Gum,MC,4.745289927498151,탐색적/exploratory
oral_diseases,cp,raw,10,2,4,Gum,OC,2.973409071823344,탐색적/exploratory
oral_diseases,cp,raw,10,2,5,Gum,OLP,3.5042423845339554,탐색적/exploratory
oral_diseases,cp,raw,10,2,6,Gum,OT,3.716438332420593,탐색적/exploratory
oral_diseases,cp,raw,10,3,4,MC,OC,6.419944412317758,탐색적/exploratory
oral_diseases,cp,raw,10,3,5,MC,OLP,5.886843479763532,탐색적/exploratory
oral_diseases,cp,raw,10,3,6,MC,OT,4.14762734388434,탐색적/exploratory
oral_diseases,cp,raw,10,4,5,OC,OLP,4.13055360980911,탐색적/exploratory
oral_diseases,cp,raw,10,4,6,OC,OT,2.9826105868172736,탐색적/exploratory
oral_diseases,cp,raw,10,5,6,OLP,OT,3.9991779311734907,탐색적/exploratory
oral_diseases,cp,train_std,11,0,1,CaS,CoS,2.9158041774787913,탐색적/exploratory
oral_diseases,cp,train_std,11,0,2,CaS,Gum,3.4416380389734966,탐색적/exploratory
oral_diseases,cp,train_std,11,0,3,CaS,MC,3.2369648308449013,탐색적/exploratory
oral_diseases,cp,train_std,11,0,4,CaS,OC,2.2916591004750133,탐색적/exploratory
oral_diseases,cp,train_std,11,0,5,CaS,OLP,3.3243657511950873,탐색적/exploratory
oral_diseases,cp,train_std,11,0,6,CaS,OT,3.9243161168092997,탐색적/exploratory
oral_diseases,cp,train_std,11,1,2,CoS,Gum,2.528651849075183,탐색적/exploratory
oral_diseases,cp,train_std,11,1,3,CoS,MC,2.272174302553413,탐색적/exploratory
oral_diseases,cp,train_std,11,1,4,CoS,OC,1.7043642412468858,탐색적/exploratory
oral_diseases,cp,train_std,11,1,5,CoS,OLP,2.3016397827003514,탐색적/exploratory
oral_diseases,cp,train_std,11,1,6,CoS,OT,2.7247210427336452,탐색적/exploratory
oral_diseases,cp,train_std,11,2,3,Gum,MC,4.208447162208897,탐색적/exploratory
oral_diseases,cp,train_std,11,2,4,Gum,OC,2.7758386422275287,탐색적/exploratory
oral_diseases,cp,train_std,11,2,5,Gum,OLP,3.815999629566451,탐색적/exploratory
oral_diseases,cp,train_std,11,2,6,Gum,OT,3.4251632658583424,탐색적/exploratory
oral_diseases,cp,train_std,11,3,4,MC,OC,3.3726805899021026,탐색적/exploratory
oral_diseases,cp,train_std,11,3,5,MC,OLP,5.044541501465627,탐색적/exploratory
oral_diseases,cp,train_std,11,3,6,MC,OT,4.289634233747095,탐색적/exploratory
oral_diseases,cp,train_std,11,4,5,OC,OLP,3.9922574515181397,탐색적/exploratory
oral_diseases,cp,train_std,11,4,6,OC,OT,3.1537776722839332,탐색적/exploratory
oral_diseases,cp,train_std,11,5,6,OLP,OT,5.023045767869579,탐색적/exploratory
oral_diseases,cp,raw,11,0,1,CaS,CoS,3.279957876117665,탐색적/exploratory
oral_diseases,cp,raw,11,0,2,CaS,Gum,3.9033069391513173,탐색적/exploratory
oral_diseases,cp,raw,11,0,3,CaS,MC,3.914351647845073,탐색적/exploratory
oral_diseases,cp,raw,11,0,4,CaS,OC,2.71374331823341,탐색적/exploratory
oral_diseases,cp,raw,11,0,5,CaS,OLP,4.015254510140265,탐색적/exploratory
oral_diseases,cp,raw,11,0,6,CaS,OT,4.209670852269996,탐색적/exploratory
oral_diseases,cp,raw,11,1,2,CoS,Gum,3.118839167103653,탐색적/exploratory
oral_diseases,cp,raw,11,1,3,CoS,MC,3.0956061771349797,탐색적/exploratory
oral_diseases,cp,raw,11,1,4,CoS,OC,2.14796236906194,탐색적/exploratory
oral_diseases,cp,raw,11,1,5,CoS,OLP,3.195354586829015,탐색적/exploratory
oral_diseases,cp,raw,11,1,6,CoS,OT,3.374200142876242,탐색적/exploratory
oral_diseases,cp,raw,11,2,3,Gum,MC,4.61057255190665,탐색적/exploratory
oral_diseases,cp,raw,11,2,4,Gum,OC,3.001797707590188,탐색적/exploratory
oral_diseases,cp,raw,11,2,5,Gum,OLP,4.574655193304589,탐색적/exploratory
oral_diseases,cp,raw,11,2,6,Gum,OT,3.5858043806812194,탐색적/exploratory
oral_diseases,cp,raw,11,3,4,MC,OC,3.429135292845616,탐색적/exploratory
oral_diseases,cp,raw,11,3,5,MC,OLP,5.258418908280776,탐색적/exploratory
oral_diseases,cp,raw,11,3,6,MC,OT,4.589371976960862,탐색적/exploratory
oral_diseases,cp,raw,11,4,5,OC,OLP,3.9311221995898267,탐색적/exploratory
oral_diseases,cp,raw,11,4,6,OC,OT,3.3492381874142567,탐색적/exploratory
oral_diseases,cp,raw,11,5,6,OLP,OT,5.043635255262373,탐색적/exploratory
oral_diseases,cp,train_std,12,0,1,CaS,CoS,4.036481095514239,탐색적/exploratory
oral_diseases,cp,train_std,12,0,2,CaS,Gum,3.6803114776679453,탐색적/exploratory
oral_diseases,cp,train_std,12,0,3,CaS,MC,2.760208257699748,탐색적/exploratory
oral_diseases,cp,train_std,12,0,4,CaS,OC,2.3053298367178874,탐색적/exploratory
oral_diseases,cp,train_std,12,0,5,CaS,OLP,3.0981794273182617,탐색적/exploratory
oral_diseases,cp,train_std,12,0,6,CaS,OT,2.7342503264661744,탐색적/exploratory
oral_diseases,cp,train_std,12,1,2,CoS,Gum,2.76086585118526,탐색적/exploratory
oral_diseases,cp,train_std,12,1,3,CoS,MC,2.6850890110611356,탐색적/exploratory
oral_diseases,cp,train_std,12,1,4,CoS,OC,2.252351865960635,탐색적/exploratory
oral_diseases,cp,train_std,12,1,5,CoS,OLP,2.4926809568122668,탐색적/exploratory
oral_diseases,cp,train_std,12,1,6,CoS,OT,2.4949465971621256,탐색적/exploratory
oral_diseases,cp,train_std,12,2,3,Gum,MC,3.8861381438477673,탐색적/exploratory
oral_diseases,cp,train_std,12,2,4,Gum,OC,2.324802558711372,탐색적/exploratory
oral_diseases,cp,train_std,12,2,5,Gum,OLP,3.628470567097826,탐색적/exploratory
oral_diseases,cp,train_std,12,2,6,Gum,OT,3.520960182774347,탐색적/exploratory
oral_diseases,cp,train_std,12,3,4,MC,OC,3.2804639022662876,탐색적/exploratory
oral_diseases,cp,train_std,12,3,5,MC,OLP,3.1741578295237916,탐색적/exploratory
oral_diseases,cp,train_std,12,3,6,MC,OT,2.642894122558991,탐색적/exploratory
oral_diseases,cp,train_std,12,4,5,OC,OLP,3.0937086618349294,탐색적/exploratory
oral_diseases,cp,train_std,12,4,6,OC,OT,2.2252677696036014,탐색적/exploratory
oral_diseases,cp,train_std,12,5,6,OLP,OT,4.253473024361428,탐색적/exploratory
oral_diseases,cp,raw,12,0,1,CaS,CoS,4.651731162088799,탐색적/exploratory
oral_diseases,cp,raw,12,0,2,CaS,Gum,4.204856085985218,탐색적/exploratory
oral_diseases,cp,raw,12,0,3,CaS,MC,3.5379733210887268,탐색적/exploratory
oral_diseases,cp,raw,12,0,4,CaS,OC,2.9668247112718418,탐색적/exploratory
oral_diseases,cp,raw,12,0,5,CaS,OLP,4.0221864624132,탐색적/exploratory
oral_diseases,cp,raw,12,0,6,CaS,OT,3.1497071816053817,탐색적/exploratory
oral_diseases,cp,raw,12,1,2,CoS,Gum,3.3190273824263827,탐색적/exploratory
oral_diseases,cp,raw,12,1,3,CoS,MC,3.2880228922108414,탐색적/exploratory
oral_diseases,cp,raw,12,1,4,CoS,OC,2.7169319540033507,탐색적/exploratory
oral_diseases,cp,raw,12,1,5,CoS,OLP,3.3955339509357674,탐색적/exploratory
oral_diseases,cp,raw,12,1,6,CoS,OT,3.0706200897597142,탐색적/exploratory
oral_diseases,cp,raw,12,2,3,Gum,MC,4.29479100417785,탐색적/exploratory
oral_diseases,cp,raw,12,2,4,Gum,OC,2.646404577734853,탐색적/exploratory
oral_diseases,cp,raw,12,2,5,Gum,OLP,4.407231660036478,탐색적/exploratory
oral_diseases,cp,raw,12,2,6,Gum,OT,3.778956889368046,탐색적/exploratory
oral_diseases,cp,raw,12,3,4,MC,OC,3.5316874375973857,탐색적/exploratory
oral_diseases,cp,raw,12,3,5,MC,OLP,3.6922695068971954,탐색적/exploratory
oral_diseases,cp,raw,12,3,6,MC,OT,2.885709064041747,탐색적/exploratory
oral_diseases,cp,raw,12,4,5,OC,OLP,3.5007443126461806,탐색적/exploratory
oral_diseases,cp,raw,12,4,6,OC,OT,2.3520895216458086,탐색적/exploratory
oral_diseases,cp,raw,12,5,6,OLP,OT,4.474324416999235,탐색적/exploratory
oral_diseases,cp,train_std,13,0,1,CaS,CoS,2.145618610767413,탐색적/exploratory
oral_diseases,cp,train_std,13,0,2,CaS,Gum,2.1714759520067664,탐색적/exploratory
oral_diseases,cp,train_std,13,0,3,CaS,MC,2.087043478973069,탐색적/exploratory
oral_diseases,cp,train_std,13,0,4,CaS,OC,2.0547320842625636,탐색적/exploratory
oral_diseases,cp,train_std,13,0,5,CaS,OLP,2.315074354162728,탐색적/exploratory
oral_diseases,cp,train_std,13,0,6,CaS,OT,2.2295167127841373,탐색적/exploratory
oral_diseases,cp,train_std,13,1,2,CoS,Gum,2.283031499529479,탐색적/exploratory
oral_diseases,cp,train_std,13,1,3,CoS,MC,2.183993453593451,탐색적/exploratory
oral_diseases,cp,train_std,13,1,4,CoS,OC,2.0023778152504277,탐색적/exploratory
oral_diseases,cp,train_std,13,1,5,CoS,OLP,2.1995107488219277,탐색적/exploratory
oral_diseases,cp,train_std,13,1,6,CoS,OT,2.2076828725267323,탐색적/exploratory
oral_diseases,cp,train_std,13,2,3,Gum,MC,2.7677832960925546,탐색적/exploratory
oral_diseases,cp,train_std,13,2,4,Gum,OC,2.5731219971535912,탐색적/exploratory
oral_diseases,cp,train_std,13,2,5,Gum,OLP,2.8838804797100095,탐색적/exploratory
oral_diseases,cp,train_std,13,2,6,Gum,OT,2.8392351376227745,탐색적/exploratory
oral_diseases,cp,train_std,13,3,4,MC,OC,4.089835206008685,탐색적/exploratory
oral_diseases,cp,train_std,13,3,5,MC,OLP,3.728112928785157,탐색적/exploratory
oral_diseases,cp,train_std,13,3,6,MC,OT,2.6143309066750224,탐색적/exploratory
oral_diseases,cp,train_std,13,4,5,OC,OLP,4.145593228391533,탐색적/exploratory
oral_diseases,cp,train_std,13,4,6,OC,OT,2.580078899150998,탐색적/exploratory
oral_diseases,cp,train_std,13,5,6,OLP,OT,3.7582793223764894,탐색적/exploratory
oral_diseases,cp,raw,13,0,1,CaS,CoS,2.509045229972219,탐색적/exploratory
oral_diseases,cp,raw,13,0,2,CaS,Gum,2.545773627785409,탐색적/exploratory
oral_diseases,cp,raw,13,0,3,CaS,MC,2.817210700411606,탐색적/exploratory
oral_diseases,cp,raw,13,0,4,CaS,OC,2.6633939870426038,탐색적/exploratory
oral_diseases,cp,raw,13,0,5,CaS,OLP,3.234744401867121,탐색적/exploratory
oral_diseases,cp,raw,13,0,6,CaS,OT,2.575559852159953,탐색적/exploratory
oral_diseases,cp,raw,13,1,2,CoS,Gum,2.850038742322891,탐색적/exploratory
oral_diseases,cp,raw,13,1,3,CoS,MC,3.062007745463555,탐색적/exploratory
oral_diseases,cp,raw,13,1,4,CoS,OC,2.394555550734849,탐색적/exploratory
oral_diseases,cp,raw,13,1,5,CoS,OLP,3.0225516139790516,탐색적/exploratory
oral_diseases,cp,raw,13,1,6,CoS,OT,2.5091064981460467,탐색적/exploratory
oral_diseases,cp,raw,13,2,3,Gum,MC,3.13606878653042,탐색적/exploratory
oral_diseases,cp,raw,13,2,4,Gum,OC,2.902784869385031,탐색적/exploratory
oral_diseases,cp,raw,13,2,5,Gum,OLP,3.656069003243533,탐색적/exploratory
oral_diseases,cp,raw,13,2,6,Gum,OT,3.30308767728827,탐색적/exploratory
oral_diseases,cp,raw,13,3,4,MC,OC,3.9670838016866186,탐색적/exploratory
oral_diseases,cp,raw,13,3,5,MC,OLP,4.12187679751594,탐색적/exploratory
oral_diseases,cp,raw,13,3,6,MC,OT,3.0733741280038696,탐색적/exploratory
oral_diseases,cp,raw,13,4,5,OC,OLP,4.646872491914558,탐색적/exploratory
oral_diseases,cp,raw,13,4,6,OC,OT,2.8539305717755146,탐색적/exploratory
oral_diseases,cp,raw,13,5,6,OLP,OT,3.9990715145382185,탐색적/exploratory
oral_diseases,cp,train_std,14,0,1,CaS,CoS,3.31657776598535,탐색적/exploratory
oral_diseases,cp,train_std,14,0,2,CaS,Gum,3.007056674533195,탐색적/exploratory
oral_diseases,cp,train_std,14,0,3,CaS,MC,3.555723658276904,탐색적/exploratory
oral_diseases,cp,train_std,14,0,4,CaS,OC,2.399966087480226,탐색적/exploratory
oral_diseases,cp,train_std,14,0,5,CaS,OLP,2.859992481486271,탐색적/exploratory
oral_diseases,cp,train_std,14,0,6,CaS,OT,2.710079364193338,탐색적/exploratory
oral_diseases,cp,train_std,14,1,2,CoS,Gum,2.4606580695200004,탐색적/exploratory
oral_diseases,cp,train_std,14,1,3,CoS,MC,2.7109202206720098,탐색적/exploratory
oral_diseases,cp,train_std,14,1,4,CoS,OC,2.1203551380525663,탐색적/exploratory
oral_diseases,cp,train_std,14,1,5,CoS,OLP,2.3836896115742854,탐색적/exploratory
oral_diseases,cp,train_std,14,1,6,CoS,OT,2.5709626449843133,탐색적/exploratory
oral_diseases,cp,train_std,14,2,3,Gum,MC,4.003580719884045,탐색적/exploratory
oral_diseases,cp,train_std,14,2,4,Gum,OC,2.537375666917422,탐색적/exploratory
oral_diseases,cp,train_std,14,2,5,Gum,OLP,2.776742813512128,탐색적/exploratory
oral_diseases,cp,train_std,14,2,6,Gum,OT,2.445471127062667,탐색적/exploratory
oral_diseases,cp,train_std,14,3,4,MC,OC,4.628029718878127,탐색적/exploratory
oral_diseases,cp,train_std,14,3,5,MC,OLP,4.240509677380922,탐색적/exploratory
oral_diseases,cp,train_std,14,3,6,MC,OT,2.678161430223982,탐색적/exploratory
oral_diseases,cp,train_std,14,4,5,OC,OLP,2.9597823751637775,탐색적/exploratory
oral_diseases,cp,train_std,14,4,6,OC,OT,2.221956455681912,탐색적/exploratory
oral_diseases,cp,train_std,14,5,6,OLP,OT,3.3364207894189986,탐색적/exploratory
oral_diseases,cp,raw,14,0,1,CaS,CoS,3.737282294137577,탐색적/exploratory
oral_diseases,cp,raw,14,0,2,CaS,Gum,3.552024525321906,탐색적/exploratory
oral_diseases,cp,raw,14,0,3,CaS,MC,4.338086781123539,탐색적/exploratory
oral_diseases,cp,raw,14,0,4,CaS,OC,2.6983238755543466,탐색적/exploratory
oral_diseases,cp,raw,14,0,5,CaS,OLP,3.2512301792902103,탐색적/exploratory
oral_diseases,cp,raw,14,0,6,CaS,OT,3.1177689467802012,탐색적/exploratory
oral_diseases,cp,raw,14,1,2,CoS,Gum,3.1942470164873322,탐색적/exploratory
oral_diseases,cp,raw,14,1,3,CoS,MC,3.738788411732093,탐색적/exploratory
oral_diseases,cp,raw,14,1,4,CoS,OC,2.689655596736476,탐색적/exploratory
oral_diseases,cp,raw,14,1,5,CoS,OLP,3.1513038800877196,탐색적/exploratory
oral_diseases,cp,raw,14,1,6,CoS,OT,3.1080082711465593,탐색적/exploratory
oral_diseases,cp,raw,14,2,3,Gum,MC,4.188312633366201,탐색적/exploratory
oral_diseases,cp,raw,14,2,4,Gum,OC,2.783937488541458,탐색적/exploratory
oral_diseases,cp,raw,14,2,5,Gum,OLP,3.1046029536311774,탐색적/exploratory
oral_diseases,cp,raw,14,2,6,Gum,OT,2.793559066561659,탐색적/exploratory
oral_diseases,cp,raw,14,3,4,MC,OC,4.541649813596309,탐색적/exploratory
oral_diseases,cp,raw,14,3,5,MC,OLP,4.543547108906307,탐색적/exploratory
oral_diseases,cp,raw,14,3,6,MC,OT,3.218882581431821,탐색적/exploratory
oral_diseases,cp,raw,14,4,5,OC,OLP,3.0787886370898443,탐색적/exploratory
oral_diseases,cp,raw,14,4,6,OC,OT,2.4923508848970375,탐색적/exploratory
oral_diseases,cp,raw,14,5,6,OLP,OT,3.7734954098192475,탐색적/exploratory
